root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,waist_yaw,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.904582,-1.833624,0.460955,0.062538,0.051612,-0.77157,0.630955,-0.660135,0.212207,0.404107,0.607495,-0.120277,0.0,-0.350029,0.053233,-0.307875,0.476289,-0.415819,0.0,-0.183309,0.51826,0.720261,-0.117298,-1.202253,-0.184187,0.075972,-0.328405,0.312502,-0.907896,0.384944
0.904792,-1.834629,0.461512,0.063975,0.044626,-0.781881,0.618529,-0.606082,0.195061,0.429124,0.547238,-0.109472,0.0,-0.346563,0.044865,-0.281678,0.47838,-0.410661,0.0,-0.187465,0.552968,0.727051,-0.136795,-1.160722,-0.126701,0.065301,-0.343121,0.327045,-0.933014,0.401712
0.90451,-1.835407,0.460491,0.063996,0.041537,-0.792682,0.604842,-0.583267,0.198579,0.448445,0.535956,-0.103844,0.0,-0.350148,0.045423,-0.252245,0.491765,-0.412655,0.0,-0.187864,0.59341,0.753422,-0.170967,-1.126886,-0.073109,0.055438,-0.352565,0.330507,-0.957789,0.41072
0.903673,-1.835838,0.458423,0.061765,0.042998,-0.802359,0.592078,-0.594906,0.225599,0.456914,0.579391,-0.105043,0.0,-0.355546,0.057507,-0.226216,0.508887,-0.42093,0.0,-0.183015,0.638237,0.793046,-0.196786,-1.109765,-0.069172,0.046267,-0.347108,0.322639,-0.974702,0.414135
0.902646,-1.835393,0.455625,0.059211,0.047592,-0.806183,0.586769,-0.639732,0.262301,0.448487,0.661903,-0.104722,0.0,-0.365608,0.071596,-0.216767,0.528925,-0.432574,0.0,-0.186376,0.688262,0.834687,-0.191005,-1.131106,-0.086603,0.03789,-0.328473,0.303584,-0.985652,0.415712
0.901857,-1.834721,0.453165,0.05809,0.051354,-0.806289,0.586418,-0.698713,0.296312,0.434271,0.754316,-0.088441,0.0,-0.377869,0.079088,-0.21852,0.549366,-0.444113,0.0,-0.194843,0.716397,0.854799,-0.157155,-1.157975,-0.118615,0.036788,-0.31022,0.275384,-0.99533,0.416658
0.901598,-1.834974,0.451204,0.058286,0.052935,-0.804951,0.588094,-0.755358,0.32262,0.423142,0.838263,-0.057399,0.0,-0.389555,0.078603,-0.223987,0.570987,-0.456107,0.0,-0.199078,0.709441,0.852945,-0.124161,-1.169106,-0.11449,0.049105,-0.305933,0.248014,-1.005432,0.410284
0.901259,-1.835423,0.450083,0.058811,0.054953,-0.803408,0.589964,-0.805177,0.347375,0.415014,0.905473,-0.027107,0.0,-0.398651,0.07922,-0.229474,0.586675,-0.466625,0.0,-0.193222,0.674811,0.841813,-0.096104,-1.180381,-0.111602,0.070827,-0.306535,0.22106,-1.011744,0.396238
0.901331,-1.836521,0.449825,0.060174,0.055689,-0.800668,0.593472,-0.837105,0.360005,0.414701,0.946203,-0.005702,0.0,-0.402291,0.076161,-0.235492,0.593101,-0.472925,0.0,-0.186666,0.622076,0.819409,-0.070725,-1.193923,-0.129564,0.09892,-0.314369,0.200939,-1.011143,0.387709
0.901586,-1.837943,0.450597,0.061728,0.055489,-0.79578,0.59987,-0.8497,0.358606,0.417604,0.958197,0.003057,0.0,-0.399851,0.070299,-0.245369,0.589783,-0.475245,0.0,-0.184567,0.559638,0.787806,-0.048791,-1.216421,-0.1478,0.128551,-0.327556,0.1897,-0.998677,0.38447
0.902166,-1.839841,0.452081,0.063128,0.054317,-0.789734,0.60777,-0.840596,0.344029,0.424944,0.941305,-0.006985,0.0,-0.39224,0.061777,-0.257395,0.580722,-0.475399,0.0,-0.183734,0.494441,0.748495,-0.034625,-1.246356,-0.160651,0.158464,-0.341256,0.183117,-0.974591,0.378897
0.902571,-1.841827,0.454499,0.063532,0.052261,-0.783225,0.616272,-0.807054,0.317504,0.433262,0.892208,-0.033,0.0,-0.377771,0.054286,-0.272013,0.565705,-0.473959,0.0,-0.186816,0.425966,0.699633,-0.027569,-1.269273,-0.185316,0.182817,-0.346023,0.176688,-0.937057,0.374918
0.903474,-1.844033,0.457019,0.063441,0.048886,-0.776939,0.624461,-0.751339,0.278188,0.439127,0.812208,-0.081999,0.0,-0.360101,0.044786,-0.287294,0.550773,-0.47199,0.0,-0.192933,0.357909,0.645123,-0.027732,-1.291679,-0.21756,0.20025,-0.344827,0.166778,-0.887282,0.367872
0.904833,-1.846312,0.460004,0.063806,0.043295,-0.772113,0.63079,-0.674674,0.227941,0.448719,0.702018,-0.132563,0.0,-0.340496,0.031918,-0.298843,0.535835,-0.468503,0.0,-0.198005,0.293479,0.588582,-0.031778,-1.312318,-0.252575,0.213572,-0.345191,0.155883,-0.840194,0.350037
0.906067,-1.848669,0.463214,0.064257,0.035912,-0.76721,0.637158,-0.597676,0.174036,0.456086,0.588427,-0.141417,0.0,-0.319784,0.016601,-0.309513,0.522679,-0.463302,0.0,-0.206692,0.236615,0.534516,-0.040104,-1.329774,-0.283347,0.226601,-0.35296,0.148867,-0.80671,0.333309
0.906695,-1.850694,0.465241,0.064588,0.028847,-0.764304,0.640964,-0.542737,0.134058,0.460422,0.507487,-0.117363,0.0,-0.303468,0.003855,-0.314413,0.517809,-0.460359,0.0,-0.2181,0.193726,0.496466,-0.046904,-1.336472,-0.289874,0.235715,-0.361672,0.143202,-0.785563,0.328389
0.905725,-1.852021,0.465711,0.062646,0.025961,-0.758956,0.647601,-0.519735,0.117942,0.454665,0.471771,-0.09728,0.0,-0.290627,0.000633,-0.328082,0.517121,-0.461788,0.0,-0.243533,0.172108,0.49349,-0.057216,-1.331665,-0.27839,0.237599,-0.359719,0.139039,-0.770496,0.328456
0.903412,-1.853005,0.464901,0.058737,0.025938,-0.751343,0.65678,-0.528367,0.123134,0.438706,0.489969,-0.089618,0.0,-0.276437,0.005735,-0.351227,0.515458,-0.466899,0.0,-0.28083,0.170501,0.521988,-0.069193,-1.322719,-0.257442,0.234085,-0.348292,0.138517,-0.763018,0.332662
0.900353,-1.853494,0.462712,0.053845,0.028649,-0.743414,0.666045,-0.570533,0.146655,0.414561,0.562738,-0.088921,0.0,-0.265151,0.018841,-0.373208,0.513626,-0.475287,0.0,-0.319017,0.189407,0.574204,-0.084808,-1.31934,-0.228505,0.226427,-0.331436,0.136124,-0.763363,0.350476
0.897341,-1.853452,0.459562,0.049339,0.033567,-0.737226,0.673005,-0.630163,0.17959,0.394141,0.657818,-0.083899,0.0,-0.261175,0.035154,-0.389888,0.513995,-0.486245,0.0,-0.348314,0.220553,0.638211,-0.091574,-1.322651,-0.2101,0.216776,-0.314861,0.129959,-0.774601,0.355495
0.894533,-1.85298,0.456108,0.045587,0.040421,-0.736806,0.673354,-0.70291,0.224524,0.380973,0.766945,-0.066512,0.0,-0.266095,0.05398,-0.394427,0.520503,-0.496379,0.0,-0.358089,0.267619,0.70748,-0.090672,-1.325112,-0.175686,0.205767,-0.305532,0.132301,-0.794254,0.350569
0.892262,-1.851986,0.453011,0.043048,0.048795,-0.742545,0.666628,-0.774827,0.276178,0.371925,0.867413,-0.035576,0.0,-0.278707,0.074638,-0.383023,0.529035,-0.502444,0.0,-0.347045,0.329436,0.780638,-0.08073,-1.328101,-0.13861,0.188152,-0.301124,0.136757,-0.810409,0.343161
0.89085,-1.85084,0.450827,0.041603,0.057674,-0.752887,0.654296,-0.829604,0.32649,0.369264,0.938863,-0.000678,0.0,-0.29466,0.094874,-0.360521,0.536873,-0.503674,0.0,-0.31926,0.401713,0.850183,-0.067451,-1.325855,-0.100015,0.165154,-0.29946,0.148374,-0.816784,0.340412
0.889535,-1.849455,0.449891,0.039237,0.067111,-0.763064,0.641631,-0.86215,0.368357,0.364594,0.97582,0.020452,0.0,-0.30584,0.118742,-0.336728,0.535156,-0.499063,0.0,-0.291978,0.489637,0.919664,-0.053042,-1.307853,-0.047148,0.139366,-0.290127,0.164238,-0.822053,0.341788
0.889819,-1.848763,0.450862,0.038628,0.072162,-0.772506,0.629711,-0.857284,0.387179,0.372272,0.970758,0.020697,0.0,-0.311139,0.131001,-0.313956,0.526847,-0.489017,0.0,-0.268449,0.555232,0.954587,-0.058946,-1.266918,-0.012707,0.118138,-0.287984,0.178847,-0.834141,0.346935
0.891203,-1.848696,0.45276,0.03932,0.074015,-0.781154,0.618687,-0.824565,0.388515,0.39007,0.934159,-0.013745,0.0,-0.312047,0.135084,-0.292226,0.514601,-0.4765,0.0,-0.250139,0.597054,0.953695,-0.085277,-1.205162,0.020939,0.09916,-0.289225,0.195136,-0.853789,0.351904
0.89293,-1.849135,0.455396,0.040738,0.073966,-0.787879,0.610013,-0.769518,0.375032,0.417107,0.866775,-0.066969,0.0,-0.308017,0.134373,-0.275434,0.496153,-0.461591,0.0,-0.240459,0.627194,0.933965,-0.12065,-1.133691,0.057389,0.084584,-0.296791,0.218471,-0.88357,0.357654
0.895438,-1.850323,0.457909,0.044048,0.071868,-0.794485,0.601406,-0.696889,0.347821,0.453579,0.772292,-0.129312,0.0,-0.305013,0.12666,-0.258791,0.479607,-0.446646,0.0,-0.234332,0.646779,0.895142,-0.162086,-1.067109,0.088679,0.07365,-0.310577,0.243529,-0.922342,0.371184
0.898392,-1.851664,0.460463,0.049815,0.066994,-0.800308,0.593749,-0.625037,0.307667,0.492043,0.66991,-0.170618,0.0,-0.306098,0.108904,-0.243535,0.468721,-0.433178,0.0,-0.232595,0.659463,0.841738,-0.204397,-1.013973,0.100789,0.065762,-0.329793,0.261491,-0.970575,0.383638
0.901565,-1.853523,0.462665,0.056769,0.059939,-0.811848,0.578003,-0.555708,0.266479,0.534972,0.580446,-0.171217,0.0,-0.31382,0.090562,-0.208645,0.471199,-0.42268,0.0,-0.214388,0.660379,0.779606,-0.248382,-0.966039,0.094162,0.062253,-0.352997,0.27225,-1.026219,0.396277
0.903863,-1.85498,0.463734,0.062496,0.05579,-0.821061,0.56466,-0.515836,0.240734,0.568636,0.524431,-0.156066,0.0,-0.327333,0.078476,-0.179422,0.484424,-0.419209,0.0,-0.200407,0.65519,0.722331,-0.291169,-0.921334,0.071911,0.062354,-0.369526,0.273072,-1.073532,0.399897
0.905512,-1.856042,0.464017,0.06657,0.053177,-0.825161,0.558435,-0.507264,0.229667,0.586823,0.513381,-0.146458,0.0,-0.339372,0.067753,-0.166858,0.499145,-0.420814,0.0,-0.194539,0.645763,0.672889,-0.324949,-0.887219,0.062221,0.06164,-0.375367,0.263757,-1.10322,0.397417
0.905388,-1.856356,0.463381,0.06599,0.053068,-0.825622,0.557832,-0.521741,0.242399,0.586706,0.544677,-0.143295,0.0,-0.34535,0.069258,-0.166299,0.516111,-0.429194,0.0,-0.195821,0.63085,0.636075,-0.347907,-0.849482,0.065765,0.062942,-0.362422,0.253661,-1.116615,0.406091
0.904659,-1.855866,0.461842,0.064883,0.053071,-0.82013,0.566004,-0.556514,0.258557,0.569927,0.602193,-0.142174,0.0,-0.348584,0.068116,-0.181192,0.531135,-0.440303,0.0,-0.211199,0.614851,0.623622,-0.350112,-0.835992,0.06413,0.062617,-0.348487,0.244224,-1.120219,0.411088
0.902888,-1.854819,0.459435,0.061545,0.054441,-0.811436,0.578637,-0.607247,0.283446,0.537468,0.680424,-0.138356,0.0,-0.349551,0.070979,-0.207707,0.547594,-0.455123,0.0,-0.227358,0.598985,0.634111,-0.336062,-0.837531,0.079784,0.067185,-0.33325,0.235838,-1.116579,0.415776
0.90132,-1.85411,0.456664,0.058106,0.054092,-0.804562,0.588539,-0.65767,0.306141,0.50514,0.760938,-0.127419,0.0,-0.35017,0.071544,-0.228568,0.567398,-0.470979,0.0,-0.226709,0.565049,0.646187,-0.313103,-0.839264,0.084106,0.078487,-0.326994,0.222417,-1.107015,0.412502
0.899868,-1.85364,0.453857,0.05537,0.052432,-0.798686,0.596896,-0.706682,0.325079,0.476421,0.838275,-0.108241,0.0,-0.350991,0.069696,-0.245153,0.588886,-0.487747,0.0,-0.216816,0.515885,0.658747,-0.280236,-0.845831,0.101114,0.09565,-0.330939,0.21119,-1.088299,0.408898
0.898648,-1.853378,0.451532,0.053648,0.050974,-0.793777,0.603691,-0.749835,0.339591,0.45258,0.90294,-0.082434,0.0,-0.351082,0.068415,-0.256795,0.60523,-0.502357,0.0,-0.201223,0.463303,0.675542,-0.248009,-0.868405,0.128322,0.112626,-0.339582,0.204787,-1.06035,0.406203
0.8978,-1.853243,0.450236,0.053029,0.049408,-0.788069,0.611305,-0.783906,0.344233,0.433471,0.947104,-0.051302,0.0,-0.348361,0.065049,-0.269214,0.61143,-0.511185,0.0,-0.18619,0.40999,0.693864,-0.213095,-0.920454,0.141268,0.128056,-0.348918,0.199993,-1.020382,0.402928
0.897268,-1.853052,0.449935,0.052631,0.048531,-0.782957,0.617942,-0.807624,0.342041,0.415774,0.970567,-0.023392,0.0,-0.342809,0.063502,-0.280259,0.609042,-0.516074,0.0,-0.167384,0.363869,0.712251,-0.166657,-0.997668,0.128156,0.142265,-0.356101,0.199258,-0.970494,0.393777
0.897234,-1.853068,0.450818,0.052678,0.048633,-0.777886,0.624302,-0.815658,0.329857,0.400283,0.967067,-0.010078,0.0,-0.335605,0.062898,-0.290953,0.598694,-0.516494,0.0,-0.147577,0.320937,0.719978,-0.113042,-1.097841,0.094724,0.155446,-0.357618,0.198145,-0.918681,0.374803
0.897845,-1.853062,0.452949,0.053837,0.048233,-0.771665,0.631909,-0.807692,0.306117,0.388769,0.938182,-0.011388,0.0,-0.327304,0.05914,-0.302922,0.581233,-0.512269,0.0,-0.129908,0.268275,0.707326,-0.065401,-1.195418,0.041319,0.172734,-0.355859,0.189803,-0.872067,0.355371
0.898857,-1.853185,0.45625,0.054787,0.047501,-0.763906,0.641241,-0.7791,0.273936,0.380852,0.878611,-0.028734,0.0,-0.31407,0.055363,-0.319759,0.555116,-0.503514,0.0,-0.116016,0.204637,0.663319,-0.019755,-1.280111,-0.035308,0.193018,-0.349886,0.184586,-0.83091,0.334129
0.900745,-1.853163,0.459983,0.057407,0.045871,-0.75498,0.651617,-0.73203,0.234057,0.383135,0.788981,-0.05796,0.0,-0.300598,0.047593,-0.339902,0.523524,-0.490418,0.0,-0.107236,0.127472,0.593237,0.015385,-1.353774,-0.127617,0.214473,-0.348958,0.184039,-0.805532,0.321392
0.903287,-1.85296,0.463583,0.061576,0.043249,-0.746033,0.661644,-0.669891,0.187971,0.398023,0.673539,-0.089616,0.0,-0.2894,0.035115,-0.362064,0.49264,-0.475249,0.0,-0.104302,0.049311,0.510259,0.037573,-1.409338,-0.204572,0.239749,-0.353223,0.186809,-0.799552,0.321196
0.906031,-1.852797,0.466685,0.066919,0.039886,-0.738033,0.670253,-0.606539,0.138031,0.415887,0.552476,-0.101821,0.0,-0.281842,0.020103,-0.381915,0.465589,-0.460393,0.0,-0.10628,-0.021003,0.427985,0.058653,-1.446343,-0.267963,0.267481,-0.365238,0.190581,-0.815205,0.329682
0.90815,-1.85217,0.468298,0.073128,0.038171,-0.735559,0.672419,-0.567733,0.101906,0.429007,0.464421,-0.090266,0.0,-0.287059,0.00586,-0.389461,0.456244,-0.451883,0.0,-0.104115,-0.070108,0.37566,0.077429,-1.471287,-0.302779,0.287593,-0.383165,0.190404,-0.842427,0.336531
0.90876,-1.851224,0.468381,0.078941,0.039338,-0.736304,0.670878,-0.555551,0.084437,0.436041,0.416121,-0.072729,0.0,-0.30223,-0.002614,-0.388554,0.461594,-0.448895,0.0,-0.109044,-0.098935,0.35771,0.097299,-1.481898,-0.306077,0.291404,-0.397486,0.186247,-0.866305,0.338664
0.908185,-1.851497,0.467744,0.080351,0.038481,-0.736241,0.67083,-0.549425,0.076855,0.436656,0.398656,-0.056547,0.0,-0.310639,-0.006984,-0.387002,0.479246,-0.453438,0.0,-0.133568,-0.095217,0.364479,0.113898,-1.46551,-0.301782,0.292341,-0.407578,0.181,-0.882066,0.341442
0.906095,-1.851893,0.466054,0.078866,0.03873,-0.732717,0.674838,-0.566306,0.085691,0.423999,0.42917,-0.052982,0.0,-0.312309,-0.004805,-0.392995,0.494146,-0.464792,0.0,-0.175413,-0.068609,0.414061,0.116676,-1.438443,-0.276811,0.279968,-0.408678,0.171105,-0.890455,0.347727
0.902121,-1.851495,0.46279,0.074249,0.04395,-0.727071,0.681119,-0.622812,0.119243,0.399739,0.521535,-0.07053,0.0,-0.317683,0.009193,-0.406685,0.510952,-0.478287,0.0,-0.224739,-0.01123,0.52216,0.110894,-1.416552,-0.210152,0.254576,-0.393503,0.162084,-0.894604,0.352861
0.899286,-1.852459,0.459131,0.067195,0.04606,-0.723149,0.685871,-0.661941,0.147197,0.38263,0.604611,-0.082508,0.0,-0.308507,0.023343,-0.4188,0.51938,-0.491302,0.0,-0.267748,0.054844,0.620282,0.090972,-1.382756,-0.17373,0.239737,-0.381366,0.157279,-0.906461,0.356966
0.896208,-1.852735,0.45468,0.05923,0.051204,-0.726109,0.683107,-0.721323,0.195606,0.369571,0.716605,-0.085841,0.0,-0.308506,0.043598,-0.418039,0.536868,-0.506192,0.0,-0.287802,0.143314,0.742203,0.071561,-1.354275,-0.111701,0.225015,-0.368543,0.157936,-0.929631,0.35655
0.893513,-1.852283,0.450265,0.052154,0.05823,-0.733744,0.674914,-0.784439,0.252341,0.364052,0.824948,-0.070388,0.0,-0.317439,0.065115,-0.405986,0.559185,-0.518949,0.0,-0.288901,0.250797,0.865996,0.050525,-1.323177,-0.034667,0.208136,-0.359993,0.169265,-0.954812,0.358084
0.891251,-1.851214,0.446512,0.044796,0.06741,-0.744003,0.663256,-0.842939,0.313738,0.358402,0.917647,-0.045345,0.0,-0.326769,0.092095,-0.387256,0.574665,-0.526439,0.0,-0.276498,0.378532,0.987663,0.036551,-1.296507,0.054137,0.186049,-0.348299,0.190961,-0.973179,0.365404
0.88972,-1.849752,0.444341,0.037581,0.077552,-0.754297,0.650853,-0.888361,0.369605,0.349222,0.982734,-0.02062,0.0,-0.33146,0.122491,-0.366462,0.575858,-0.52543,0.0,-0.256748,0.51096,1.092094,0.019449,-1.27102,0.126386,0.157327,-0.33187,0.214397,-0.979989,0.367011
0.890152,-1.848554,0.444199,0.033398,0.083605,-0.763753,0.6392,-0.90154,0.399655,0.347585,1.006185,-0.006428,0.0,-0.333985,0.140298,-0.344641,0.570804,-0.51729,0.0,-0.239262,0.620864,1.155454,-0.011786,-1.241088,0.149211,0.127054,-0.322576,0.235177,-0.983954,0.366784
0.89147,-1.8473,0.445508,0.031238,0.088204,-0.773171,0.627256,-0.886962,0.41448,0.35531,0.991605,-0.011331,0.0,-0.334075,0.15278,-0.321922,0.557247,-0.503614,0.0,-0.221629,0.724377,1.196508,-0.032382,-1.222632,0.146571,0.095339,-0.312729,0.256452,-0.978558,0.368606
0.893684,-1.846396,0.448087,0.03159,0.090846,-0.780253,0.618024,-0.849444,0.411965,0.375819,0.945105,-0.04317,0.0,-0.333804,0.1563,-0.304109,0.538488,-0.486663,0.0,-0.212815,0.804272,1.201254,-0.050424,-1.213419,0.131888,0.064917,-0.300357,0.271192,-0.971464,0.363584
0.896996,-1.84634,0.451235,0.034768,0.090304,-0.786424,0.61006,-0.791644,0.393669,0.40899,0.870729,-0.096022,0.0,-0.334272,0.149452,-0.287458,0.519599,-0.469243,0.0,-0.210355,0.837003,1.150317,-0.075679,-1.197147,0.123571,0.038368,-0.288958,0.278184,-0.970078,0.363244
0.901379,-1.847417,0.454821,0.041263,0.085472,-0.792284,0.602725,-0.719926,0.357475,0.455273,0.774037,-0.152257,0.0,-0.33587,0.130311,-0.270399,0.503216,-0.453066,0.0,-0.213043,0.816109,1.043603,-0.116605,-1.167498,0.120568,0.020471,-0.284532,0.282008,-0.97849,0.36412
0.907048,-1.849614,0.458237,0.050539,0.075919,-0.800254,0.592686,-0.647058,0.306406,0.50348,0.67895,-0.183065,0.0,-0.340818,0.099861,-0.244937,0.496127,-0.440511,0.0,-0.208232,0.757291,0.902041,-0.169737,-1.111103,0.114575,0.010779,-0.295274,0.283527,-1.00206,0.368482
0.913079,-1.852179,0.461348,0.061582,0.064126,-0.809658,0.580129,-0.587302,0.252915,0.551756,0.602498,-0.181173,0.0,-0.353218,0.06617,-0.211612,0.501806,-0.432688,0.0,-0.196112,0.66179,0.743755,-0.235919,-1.011128,0.107591,0.009008,-0.316091,0.284563,-1.039251,0.37629
0.917497,-1.853664,0.462461,0.069794,0.056124,-0.81532,0.572042,-0.563656,0.2217,0.58249,0.571177,-0.171245,0.0,-0.370601,0.041513,-0.189092,0.519573,-0.433433,0.0,-0.191743,0.575538,0.626587,-0.308582,-0.895212,0.119496,0.014544,-0.33518,0.286409,-1.079847,0.387303
0.919653,-1.854162,0.46188,0.07337,0.053565,-0.815085,0.572176,-0.577149,0.218738,0.589088,0.59418,-0.163415,0.0,-0.385195,0.029424,-0.186755,0.541162,-0.441761,0.0,-0.201143,0.517575,0.566467,-0.382751,-0.806769,0.144353,0.022911,-0.340118,0.285332,-1.107093,0.399399
0.919772,-1.853466,0.45998,0.073716,0.053893,-0.81005,0.579207,-0.619011,0.233867,0.572237,0.659552,-0.151012,0.0,-0.394654,0.02533,-0.199258,0.562162,-0.454295,0.0,-0.222713,0.481093,0.555581,-0.439372,-0.764001,0.144715,0.028578,-0.329228,0.28124,-1.119101,0.424788
0.918007,-1.852004,0.457026,0.070548,0.057157,-0.802365,0.589887,-0.68868,0.268064,0.529944,0.763558,-0.12827,0.0,-0.400501,0.030873,-0.222597,0.586753,-0.473931,0.0,-0.244795,0.458677,0.573505,-0.467731,-0.745112,0.156927,0.034503,-0.308199,0.277993,-1.116603,0.451506
0.915723,-1.850772,0.452894,0.066163,0.06083,-0.794301,0.600839,-0.767648,0.304026,0.480125,0.876236,-0.095961,0.0,-0.405445,0.037918,-0.246227,0.613495,-0.495373,0.0,-0.25148,0.450027,0.619001,-0.450344,-0.762054,0.158172,0.047407,-0.297244,0.267968,-1.10624,0.452667
0.91361,-1.850414,0.449009,0.061893,0.062397,-0.786744,0.61099,-0.839187,0.331985,0.434695,0.975182,-0.049298,0.0,-0.4065,0.041591,-0.266935,0.637215,-0.515038,0.0,-0.238881,0.436471,0.66289,-0.395179,-0.789218,0.175397,0.070972,-0.300503,0.249233,-1.095191,0.44406
0.91216,-1.850942,0.446176,0.05805,0.061973,-0.779938,0.62007,-0.886824,0.347771,0.405491,1.040656,-0.009418,0.0,-0.400689,0.041911,-0.284737,0.651403,-0.529732,0.0,-0.213212,0.410211,0.700199,-0.328001,-0.828886,0.209759,0.10056,-0.31616,0.227694,-1.074653,0.432995
0.910992,-1.851816,0.444854,0.054116,0.061365,-0.772433,0.629804,-0.911834,0.351521,0.384576,1.071898,0.014599,0.0,-0.387638,0.04324,-0.303305,0.652132,-0.539059,0.0,-0.184097,0.37959,0.732585,-0.245916,-0.89242,0.226578,0.130417,-0.331721,0.205077,-1.036849,0.417687
0.91094,-1.853045,0.445313,0.051328,0.060486,-0.764089,0.640214,-0.908254,0.338581,0.373326,1.064282,0.012357,0.0,-0.371135,0.042315,-0.322112,0.64156,-0.541554,0.0,-0.150474,0.337182,0.743584,-0.147064,-0.983622,0.212469,0.159116,-0.348198,0.178688,-0.991407,0.397185
